Review
"Semakin banyak updatenya semakin buruk pula cara berjalannya aplikasi. Lagi asik scroll tiba-tiba keluar dengan sendirinya, tiba-tiba keluar dari akun dan mulai login dari awal lagi. Tolong untuk developer untuk memaksimalkan kelancaran aplikasi dan kurangi bug/hapus bug dapat mengganggu para penggunanya."
"aplikasi jelek, update malah makin banyak bug nya. entah itu suara video nya delay lah, daftar following/er ilang lah. video ga bisa diputar dll, tolong ini jelek banget update nya tau gitu kembalikan saja ke setelan awal hadehhh"
"apk ini semakin lama semakin parah bug nya, saya masuk x dapat verifikasi dan saat saya mau menyelesaikannya halaman tersebut terulang dengan kalimat yang sama lagi setelah saya verifikasi satu tantangan, saya terpaksa harus mendownload ulang.. tetapi itu kembali ngelag dan ngebug lagi! mohon di perbaiki lebih lanjut saya muak jika begini terus."
"udah berkali kali sering lag, aku mau login pun susah. lihat thread, gambar, juga susah. setelah ganti jadi X kenapa gini ya, mempersulit banget padahal jaringan koneksi stabil ga ada kesalahan. Ini tolong di perbaiki, ga sekali dua kali loh."
"ini x nya gimana sih abis diupdate malah jadi tambh rusak saya lagi ngescrool tiba tiba aja langsung ga keluar sendiri terus saya coba lagi malah gabisa ngeload. Woi, perbaikin x bisa gak? loading lama banget, sok-sokan beli yang ada malah rusak yang ada appnya"
"udah update, postingan mutual saya masih sering ngebug (alias yang tweet baru mereka gaada muncul). Malah tweet lama mereka doang yang keliatan. Aplikasi aneh. Kadang baca thread dari bikinan orang juga gak muncul semuanya berurutan. Malahan ada yang gak keliatan. Udah coba utak atik, tetep gak ngaruh. Emang dasarnya aplikasi makin jelek aja."
"semenjak twit ganti jdi x malah bugnya malah nambah, pas mau liat"" gambar, gambar nya selalu gak muncul dan itu harus bolak balik ngehapus cache baru bisa ada gambarnya itupun setengah. Tolong perbaiki lagi (soalnya bikin stress 😀) EDIT: tolong perbaiki bug gambar tiba tiba hilang soalnya ngeselin, terus bug GK bisa nyimpen gambar ITU NGUESELINNN BANGET PLISS 😭"
"setiap mencet notifikasi dari X notifikasinya kosong dan gak ada apa-apa pas di cek di aplikasinya malah notifikasinya ilang. Ohh yaa, tambahin juga fitur buat liat notifikasi sebelumnya kayak di YouTube soalnya itu berguna banget 👍 Notifikasinya kebanyakan belum juga sempet baca udah ilang gitu aja 🙄 apalagi kalo ada berita, drama, gorengan atau dongeng sebelum tidur yang sayang banget buat dilewatin!"
"dulu sih bagus banget ga ada bug. Sekarang, wkwk, ga tau harus ngetik apa. Liat postingan cerita gabisa semuanya, setengah aja, pas di search manual, malah engga bisa jadi kembali ke awal postingan, sering error juga, dan masih banyak yang lain. Di harapkan buat update berikutnya, ga gini ya."
"tolong Kepada Pihak Aplikasi X, Saya mohon perbaiki Bug saya ingin login ke akun saya tidak bisa, dan selalu saja ada tulisan yaitu ""ada kesalahan teknis ulangi lagi permintaan anda nanti"". Saya mohon perbaiki Bug ini Dan Ada Bug Saya paling saya jengkel Yaitu Postingan nya Loading terus menerus atau lemot padahal jaringannya/internetnya bagus. Saya mohon Perbaiki Secepatnya"
